Ratings,No_of_ratings,Screen_size(inches),Processor_speed(GHz),Cache_memory(MBs),RAM(Gig),RAM_max,Memory_slots,RAM_speed(MHz),Harddrive_capacity(Gig),Weight(kg),Warranty,Adapter(watts),Battery_cells,Screen_pixel_density(width),Screen_pixel_density(height),Processor_cores,Length(mm),Width(mm),Height(mm),USB(2.0)_ports,Bluetooth_version,USB(typeC)_ports,Operating_system,Display_type,Touchscreen,Optical_Drive,Battery_type,Fingerprint,Processor_brand,Graphics_brand,USB(2.0),Bluetooth_,USB(typeC),Keyboard_backlit,Harddrive_type,Brand
4.26,135,15.6,1.6,6,2,8,1,2400,256,1.7,1.0,42,3,1920,1080,6,361.4,243.5,17.9,2,4.1,1,Windows, LED , No ,No,Li-Po,Yes,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,Asus
4.27,511,15.6,2.3,4,4,8,2,2666,512,2.3,1.0,141,4,1920,1080,4,363.4,255.0,23.8,2,5.0,2,Windows, LED , No ,No,Li-Ion,No,AMD,NVIDIA,Yes,Yes,Yes,yes,SSD,Acer
4.1899999999999995,88,15.6,1.0,6,2,4,1,2639,512,1.9,1.0,72,3,1920,1080,6,363.4,250.5,19.9,1,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,Acer
4.03,3434,15.6,2.3,3,2,16,2,2133,1000,2.2,1.0,49,2,1366,768,2,379.0,260.0,22.9,1,4.1,1,Windows, LED , No ,Yes,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,Lenovo
4.130000000000001,7,15.6,3.15,24,4,16,1,3200,1000,2.25,1.0,150,3,1920,1080,8,359.0,259.0,24.9,1,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,MSI
4.6,72,15.6,2.6,12,16,32,2,2853,1000,2.1,1.0,180,4,1920,1080,8,358.5,255.0,17.9,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Acer
3.9299999999999997,650,15.6,1.0,6,8,15,2,2666,1000,1.85,1.0,35,2,1920,1080,6,361.66999999999996,251.19,19.080000000000002,1,5.0,1,Windows, LED , No ,No,Li-Po,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Lenovo
4.359999999999999,13,15.6,2.5,8,4,16,2,2933,512,2.14,1.0,150,6,1920,1080,6,357.9,236.8,18.4,2,5.0,1,Windows, LED , No ,No,Li-Po,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,HP
3.8,10,14.0,2.4,8,16,28,1,3200,512,1.43,1.0,65,4,1920,1080,6,320.0,214.6,17.7,1,5.0,2,Windows, LED , No ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Lenovo
3.8,19,14.0,2.2,4,4,22,1,2133,1000,1.67,1.0,30,2,1920,1080,4,330.75,230.84,20.770000000000003,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Lenovo
3.69,267,14.0,1.6,6,4,18,1,2320,1000,1.68,1.0,65,4,1366,768,6,340.0,250.0,23.2,2,4.1,1,Windows, LED , No ,Yes,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Asus
4.22,929,14.0,1.6,6,8,22,1,2666,500,1.77,1.0,64,4,1920,1080,6,325.0,232.0,21.0,3,5.0,1, DOS , LED , No ,No,Li-Po,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Lenovo
4.0,429,14.0,2.44,3,4,14,2,2133,1000,1.52,1.0,46,3,1366,768,4,335.0,234.0,19.9,1,4.0,1, DOS , LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,No,no,HDD,HP
4.3,593,14.0,2.2,4,8,16,1,2400,1000,1.3,1.0,42,3,1920,1080,4,326.0,226.0,18.8,2,4.0,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Asus
4.3,504,14.0,1.2,4,8,14,1,2666,256,1.6,1.0,65,3,1920,1080,4,322.7,230.0,17.9,2,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Lenovo
4.4,9,12.0,1.1,4,8,16,1,1866,128,1.2,1.0,46,4,1920,1280,2,300.0,213.0,13.4,1,4.2,1,Windows, LED , Yes ,Yes,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,yes,HDD,HP
3.750000000000001,126,15.6,2.4,8,4,16,2,2666,1000,1.83,1.0,51,3,1920,1080,6,364.0,249.0,20.0,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Dell
3.8,3,14.0,3.0,8,16,29,1,4266,1000,1.44,1.0,65,4,3840,2160,6,319.4,216.4,16.5,2,5.1,2,Windows, LED , Yes ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,yes,HDD,Lenovo
4.3500000000000005,165,15.6,2.9,8,6,32,2,3200,512,2.3,1.0,96,3,1920,1080,8,359.0,256.0,24.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,AMD,NVIDIA,Yes,Yes,Yes,yes,SSD,Asus
4.4,7310,14.0,2.1,6,8,12,2,2400,512,1.5,1.0,45,2,1920,1080,4,322.0,212.0,19.0,1,4.2,1,Windows, LED , No ,No,Li-Ion,Yes,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,Asus
4.26,1561,15.6,4.2,8,8,32,2,2666,1000,1.78,1.0,105,3,1920,1080,6,490.0,471.0,18.5,2,4.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,HP
4.23,146,16.9,2.6,24,16,32,2,3200,1000,2.89,1.0,239,4,1920,1080,8,397.0,268.0,27.4,1,5.2,2,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,MSI
3.9200000000000004,19,16.0,2.8000000000000003,24,8,16,1,3200,2000,1.9,1.0,240,4,2560,1600,8,355.0,243.0,19.9,2,5.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,Asus
4.38,187,14.0,2.4,8,16,19,1,3200,512,1.4,1.0,65,3,1920,1080,6,324.0,215.0,17.9,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Asus
4.529999999999999,1404,17.3,2.6,12,8,32,1,2400,1000,2.6,1.0,180,6,1920,1080,8,397.0,268.0,29.0,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,MSI
4.32,412,17.3,2.6,12,6,16,2,3093,1000,2.24,1.0,66,3,1920,1080,8,320.0,210.0,20.0,1,5.0,1,Windows, LED , No ,No,Li-Po,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Asus
4.3,597,15.6,2.4,8,4,8,1,2603,1000,1.86,1.0,120,3,1920,1080,6,359.0,259.0,21.7,1,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,MSI
3.9,62,15.6,1.6,6,8,16,1,2133,1000,2.0,1.0,65,4,1920,1080,6,370.5,255.0,18.9,1,4.1,1, Linux , LED , No ,Yes,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Acer
4.0,87,14.0,2.1,4,4,20,1,2666,1000,1.6,1.0,45,3,1920,1080,4,324.75,226.51,18.860000000000003,1,5.1,1,Windows, LED , No ,No,Li-Po,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Lenovo
3.8600000000000003,12,14.0,1.6,6,8,23,1,2480,512,0.95,1.0,65,4,1920,1080,6,320.0,203.0,14.9,1,5.0,2,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Asus
4.07,22,15.6,2.5,8,4,16,2,2933,512,3.61,1.0,83,6,1920,1080,6,357.9,236.8,18.4,1,5.0,1,Windows, LED , No ,No,Li-Po,Yes,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,HP
4.0,231,15.6,2.0,3,4,18,1,2400,1000,2.4,1.0,45,3,1366,768,2,381.0,256.0,25.4,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Acer
4.209999999999999,1058,15.6,2.6,4,8,18,2,2400,256,1.96,1.0,42,3,1920,1080,2,364.0,249.0,20.0,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,no,SSD,Dell
4.26,37,15.6,3.46,8,8,18,2,2666,512,1.7,1.0,45,3,1920,1080,6,358.5,242.0,17.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,HP
4.209999999999999,53,15.6,1.6,2,2,22,1,1866,16,1.95,1.0,45,3,1366,768,2,383.03,256.03,24.1,2,4.0,2, Google Chrome , LED , No ,No,Li-Po,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Acer
4.5,29,13.0,2.0,6,16,32,1,3733,512,1.4,1.0,61,4,2560,1600,6,304.1,212.4,15.6,2,5.0,2,MAC, LED , No ,No,Li-Po,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Apple
4.6,419,15.6,2.6,12,4,32,2,2933,512,2.3,1.0,150,3,1920,1080,8,360.0,275.0,25.8,3,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,Asus
4.59,808,15.6,2.1,6,8,27,1,2373,1000,2.24,1.0,50,3,1920,1080,4,360.2,234.9,22.9,1,4.2,1,Windows, LED , No ,No,Li-Ion,Yes,AMD,AMD Graphics,Yes,Yes,Yes,no,HDD,Asus
4.11,249,15.6,2.6,12,6,16,2,2666,1000,2.035,1.0,60,4,1920,1080,8,364.3,273.4,19.9,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,Dell
3.7,249,15.6,1.2,4,4,32,2,2666,1000,2.2,1.0,78,3,1920,1080,4,340.0,258.0,22.0,1,5.0,1,Windows, LED , No ,Yes,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,HDD,Dell
4.109999999999999,483,15.6,2.4,3,2,8,2,1600,500,2.4,1.0,65,4,1366,768,3,381.0,267.0,25.6,2,4.0,2,Windows, LED , No ,Yes,Li-Ion,No,Intel,AMD Graphics,Yes,Yes,No,no,HDD,Dell
5.0,1,14.0,1.0,6,8,32,1,3200,512,1.43,1.0,54,3,1920,1080,6,321.0,216.0,18.0,1,5.0,2,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Dell
4.3,189,17.3,2.4,13,4,16,2,3200,512,2.29,1.0,150,3,1920,1080,8,398.0,273.0,25.1,1,5.1,1,Windows, LED , No ,No,Li-Po,No,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,MSI
4.5,229,12.3,2.6,3,4,24,1,2133,128,0.77,1.0,65,4,2736,1824,4,292.1,200.7,8.4,1,4.1,1,Windows, LED , Yes ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,SSD,Microsoft
3.9699999999999998,19,13.3,2.79,12,16,32,1,3760,1000,1.2,1.0,65,4,3840,2160,7,305.0,211.0,13.9,1,5.0,2,Windows, LED , Yes ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,HDD,Asus
3.8,8,15.6,2.6,12,8,16,2,2933,1000,2.36,1.0,200,6,1920,1080,8,357.9,239.7,22.5,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,HP
3.9899999999999993,8,17.3,2.3,16,8,16,1,3200,1000,2.9,1.0,111,4,1920,1080,8,399.7,293.4,27.9,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Asus
4.4,499,14.0,1.0,6,2,32,2,3200,512,1.43,1.0,50,3,1920,1080,6,321.0,216.0,18.0,2,5.0,2,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,Dell
3.7,467,15.6,1.6,6,2,8,1,2666,1000,1.8400000000000003,1.0,42,3,1920,1080,6,380.0,258.0,19.9,1,4.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,AMD Graphics,Yes,Yes,Yes,no,HDD,Dell
3.9,29,14.0,3.69,8,8,16,2,3200,512,1.61,1.0,65,3,1920,1080,6,324.0,221.0,18.0,1,5.0,1,Windows, LED , Yes ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,HP
4.4,186,14.0,4.09,12,16,32,1,3680,512,1.17,1.0,65,4,1920,1080,7,319.0,208.0,13.9,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Asus
4.0,460,15.6,2.5,1,4,14,1,1866,1000,1.86,1.0,45,4,1366,768,2,380.0,253.8,23.8,1,4.0,1,Windows, LED , No ,Yes,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,No,no,HDD,HP
4.0,837,14.0,2.4,3,4,14,1,2133,1000,2.2,1.0,30,2,1366,768,2,333.9,243.9,22.369999999999997,1,4.1,1,Windows, LED , No ,Yes,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Lenovo
4.069999999999999,104,14.0,2.4,8,8,12,1,3120,512,1.65,1.0,45,3,1920,1080,6,328.0,236.0,19.9,1,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Acer
4.279999999999999,597,15.6,1.2,4,8,14,1,2666,1000,1.75,1.0,65,3,1920,1080,4,358.5,242.0,19.9,1,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,HP
3.9,136,15.6,1.6,6,8,12,1,2666,1000,1.7,1.0,65,2,1920,1080,6,362.2,253.4,14.9,1,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Lenovo
5.0,1,15.6,2.5,8,8,32,2,2933,512,2.3,1.0,150,3,1920,1080,6,360.0,275.0,25.8,2,5.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,Asus
4.1,49,14.0,1.6,6,8,23,1,2506,512,0.99,1.0,65,4,1920,1080,6,320.0,203.0,14.9,1,5.0,2,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Asus
3.91,560,15.6,1.1,4,4,21,1,2160,1000,1.9,1.0,33,3,1366,768,4,381.0,251.0,27.2,2,4.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Asus
4.4,138,15.6,4.2,8,2,8,2,2666,1000,1.83,1.0,60,3,1920,1080,6,364.0,249.0,20.0,1,5.0,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Dell
4.26,179,14.1,2.1,8,8,14,1,3200,1000,1.4,1.0,65,3,1920,1080,6,324.0,213.0,15.9,2,5.0,1,Windows, LED , No ,No,Li-Ion,Yes,AMD,AMD Graphics,Yes,Yes,Yes,yes,HDD,Asus
4.6,136,15.6,2.9,12,4,32,2,3200,1000,2.3,1.0,135,4,1920,1080,8,363.4,255.0,23.9,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,AMD,NVIDIA,Yes,Yes,Yes,yes,HDD,Acer
3.5,4,14.0,1.8,8,2,8,1,2773,1000,1.6,1.0,48,3,1920,1080,8,325.3,232.9,19.9,3,5.0,1, DOS , LED , No ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Asus
4.2,178,14.0,1.6,6,8,14,1,2400,256,1.3,1.0,50,3,1920,1080,6,324.0,225.0,15.9,1,4.1,1,Windows, LED , No ,No,Li-Po,Yes,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,Asus
4.0,112,14.0,1.2,4,4,14,1,3200,256,1.5,1.0,32,2,1920,1080,4,325.0,216.0,22.9,2,4.1,1,Windows, LED , No ,No,Li-Po,Yes,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Asus
4.499999999999999,291,14.0,1.8,8,8,16,1,3200,512,1.3,1.0,45,3,1920,1080,8,323.18,214.95,17.34,2,5.1,1,Windows, LED , No ,No,Li-Po,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Lenovo
4.0,17,15.6,2.3,6,4,8,2,2400,1000,1.98,1.0,150,3,1920,1080,4,360.0,257.0,23.5,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,AMD,NVIDIA,Yes,Yes,Yes,yes,HDD,HP
3.8899999999999992,486,15.0,2.3600000000000003,8,7,16,1,2666,1000,1.8,1.0,66,3,1366,768,7,380.0,258.0,20.0,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Dell
3.8299999999999996,58,14.0,2.3,8,8,14,2,3200,512,1.6,1.0,65,3,1920,1080,6,324.2,237.7,17.9,1,5.0,1, DOS , LED , No ,No,Li-Ion,Yes,AMD,AMD Graphics,Yes,Yes,Yes,yes,SSD,HP
4.1,1402,15.6,2.6,4,8,15,1,2400,1000,1.82,1.0,41,3,1920,1080,2,358.0,242.0,19.9,1,4.2,1,Windows, LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,yes,HDD,HP
3.7,209,14.0,1.0,6,4,19,1,2506,1000,1.6,1.0,45,2,1366,768,4,331.61,237.15,20.259999999999998,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,HDD,Lenovo
3.8,143,14.0,2.3,5,4,16,1,2400,1000,1.6,1.0,32,2,1920,1080,2,325.0,216.0,23.0,2,4.2,1,Windows, LED , No ,No,Li-Ion,Yes,AMD,AMD Graphics,Yes,Yes,Yes,no,HDD,Asus
4.41,141,15.6,2.6,9,4,16,1,2666,1000,2.26,3.0,150,4,1920,1080,6,360.0,254.0,18.7,2,5.0,2,Windows, LED , Yes ,No,Li-Ion,Yes,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,HP
3.6,159,14.0,2.6,5,4,16,2,2400,1000,1.59,1.0,44,3,1366,768,2,329.0,240.0,20.0,1,4.1,1,Windows, LED , No ,No,Li-Ion,No,AMD,AMD Graphics,Yes,Yes,Yes,yes,HDD,Dell
4.7,3,15.6,2.6,12,4,16,1,2666,1000,2.3,1.0,52,3,1920,1080,8,365.0,260.0,25.9,3,4.2,1,Windows, LED , No ,No,Li-Po,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Lenovo
4.459999999999999,362,15.6,2.9,8,4,32,1,3200,512,2.3,1.0,153,4,1920,1080,8,359.0,256.0,24.7,2,5.2,1,Windows, LED , No ,No,Li-Ion,No,AMD,NVIDIA,Yes,Yes,Yes,yes,SSD,Asus
4.1,318,14.0,2.4,5,4,17,1,2400,1000,1.5,1.0,45,3,1920,1080,2,323.0,228.0,17.9,1,4.2,1,Windows, LED , No ,No,Li-Ion,Yes,AMD,AMD Graphics,Yes,Yes,Yes,no,HDD,Acer
4.7,395,12.3,1.3,8,16,27,1,2160,256,0.79,1.0,56,4,2736,1824,8,292.0,201.0,8.5,1,5.0,1,Windows, LED , Yes ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Microsoft
3.9300000000000006,2,15.6,2.3,8,2,32,1,2400,1000,2.29,1.0,48,4,1920,1080,6,383.54,261.62,25.4,1,4.2,1,Windows, LED , No ,Yes,Li-Ion,No,Intel,NVIDIA,Yes,Yes,No,no,HDD,Asus
3.6,443,14.0,1.2,4,4,17,1,3200,256,1.6,1.0,32,2,1920,1080,4,325.0,216.0,19.0,2,4.2,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Asus
4.45,146,16.1,3.3,16,4,32,1,3200,512,2.46,1.0,150,4,1920,1080,6,370.0,260.0,23.5,1,5.2,1,Windows, LED , No ,No,Li-Po,No,AMD,NVIDIA,Yes,Yes,Yes,no,SSD,HP
4.3,112,13.3,1.2,4,8,14,1,1600,256,1.37,1.0,34,2,1920,1080,4,212.0,315.0,15.0,2,4.2,1,Windows, LED , No ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Avita
4.0,5,15.6,2.4,8,4,8,1,2666,1000,2.28,1.0,150,3,1920,1080,6,360.0,256.0,23.0,3,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,HP
3.71,796,14.0,1.0,6,8,17,1,2666,1000,1.52,1.0,41,3,1366,768,6,335.0,234.0,19.9,1,5.0,1, DOS , LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,HP
4.05,314,15.6,2.0,3,4,12,1,2133,1000,2.2,1.0,39,3,1366,768,2,379.0,260.0,22.9,2,4.0,1,Windows, LED , No ,Yes,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Lenovo
4.08,1151,15.6,2.3,4,4,12,1,2240,1000,2.0,1.0,45,2,1920,1080,2,360.0,234.0,19.9,2,4.1,1,Windows, LED , No ,No,Li-Ion,Yes,AMD,AMD Graphics,Yes,Yes,Yes,no,HDD,Asus
4.5,361,15.6,2.5,8,4,8,2,2933,512,2.3,1.0,146,3,1920,1080,6,359.0,256.0,25.0,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,SSD,Asus
4.1,2077,14.0,2.0,3,4,18,1,2133,1000,1.7,1.0,47,3,1920,1080,2,336.0,232.0,20.9,1,4.0,1,Windows, LED , Yes ,Yes,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Lenovo
4.5200000000000005,1604,17.3,2.3,8,8,32,1,2400,1000,3.27,1.0,90,6,1920,1080,6,403.86,297.18,24.8,2,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Dell
4.36,339,15.6,2.8,6,4,32,1,2400,1000,2.62,1.0,74,6,1920,1080,4,384.9,274.73,25.4,3,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,No,no,HDD,Dell
4.21,1749,14.0,2.1,4,4,14,1,2560,512,1.5,1.0,45,3,1920,1080,4,327.0,241.0,19.9,1,5.0,1,Windows, LED , No ,No,Li-Po,No,Intel,Intel Graphics,Yes,Yes,No,yes,SSD,Lenovo
4.5,40,13.3,1.2,4,8,18,1,1600,256,1.12,1.0,45,4,1920,1080,4,324.6,229.6,9.98,2,4.1,2,Windows, LED , No ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Acer
4.37,3376,13.3,1.6,6,8,28,1,2133,256,1.46,1.0,40,3,1366,768,6,322.0,224.2,18.8,2,4.1,2,Windows, LED , Yes ,No,Li-Po,Yes,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Lenovo
4.54,2487,15.6,2.9,8,4,32,2,3200,1000,2.3,1.0,149,3,1920,1080,8,359.0,256.0,24.7,3,5.2,1,Windows, LCD , No ,No,Li-Ion,No,AMD,NVIDIA,Yes,Yes,Yes,yes,HDD,Asus
4.3,189,17.3,2.4,13,4,16,2,3200,512,2.29,1.0,150,3,1920,1080,8,398.0,273.0,25.1,1,5.1,1,Windows, LED , No ,No,Li-Po,No,Intel,NVIDIA,Yes,Yes,Yes,no,SSD,MSI
4.7,170,13.3,2.39,10,8,22,1,3386,512,1.4,1.0,61,4,2560,1600,8,304.1,212.4,15.6,2,5.0,2,MAC, LED , No ,No,Li-Po,Yes,Apple,Intel Graphics,Yes,Yes,Yes,yes,SSD,Apple
4.5,23,14.0,3.0,12,6,16,1,3200,1000,1.7,1.0,76,4,2560,1440,8,324.0,220.0,19.9,2,5.0,1,Windows, LED , No ,No,Li-Po,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Asus
4.2,5,15.6,1.7,3,4,16,2,1707,1000,2.4,1.0,65,4,1366,768,4,384.0,265.0,25.0,2,4.0,1, DOS , LED , No ,Yes,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Lenovo
4.4,3,15.6,1.2,4,4,12,1,2720,256,1.85,1.0,30,2,1920,1080,4,362.0,252.0,20.0,1,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,SSD,Lenovo
4.2,52,14.0,3.0,8,4,8,1,3200,512,1.6,1.0,76,4,1920,1080,6,324.0,222.0,17.9,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,AMD,NVIDIA,Yes,Yes,Yes,yes,SSD,Asus
5.0,5,15.0,1.9,8,6,16,1,1866,512,1.9,1.0,95,4,3240,2160,6,342.9,250.69,22.8,2,4.1,1,Windows, LED , Yes ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,no,HDD,Microsoft
4.3,246,14.0,1.0,6,8,15,1,2666,1000,1.51,1.0,65,3,1920,1080,6,324.0,225.0,19.0,1,5.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,HDD,HP
4.2,50,14.0,2.1,4,8,14,1,2666,128,1.65,1.0,60,3,1920,1080,4,321.5,206.0,17.9,1,5.0,1, Google Chrome , LED , No ,No,Li-Ion,Yes,Intel,Intel Graphics,Yes,Yes,Yes,yes,SSD,HP
4.08,1514,10.1,2.0,3,2,22,1,1600,32,1.8,1.0,33,2,1600,900,4,271.881,194.16379999999998,30.990000000000002,2,4.1,2,Windows, LED , Yes ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,no,HDD,Lenovo
3.7,87,14.0,1.8,8,16,26,1,2400,1000,1.25,1.0,37,4,1920,1080,8,371.5,215.9,18.8,2,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,yes,HDD,Avita
3.8,3159,12.5,1.1,2,4,19,1,1600,64,1.14,1.0,30,2,1920,1080,2,299.0,199.5,14.8,2,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Avita
3.7299999999999995,733,15.6,1.6,6,8,18,1,2400,1000,2.08,1.0,41,3,1366,768,6,376.0,246.0,22.5,1,4.2,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,No,yes,HDD,HP
4.3,36,14.0,2.2,4,4,18,1,2133,1000,1.67,1.0,30,2,1920,1080,4,330.9,232.38000000000002,21.250000000000004,2,4.1,1,Windows, LED , No ,No,Li-Ion,No,Intel,Intel Graphics,Yes,Yes,Yes,no,HDD,Lenovo
4.8,6,15.6,2.5,12,4,16,1,2933,1000,2.34,1.0,51,3,1920,1080,8,365.5,254.0,21.6,2,4.0,1,Windows, LED , No ,No,Li-Ion,No,Intel,NVIDIA,Yes,Yes,Yes,yes,HDD,Dell
